,date,href,intro,title
0,"Oct 1, 2016, 11:17 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/kotak-mahindra-bank-set-to-acquire-bss-microfin/articleshow/54622728.cms,"bss microfinance is a non-banking financial company, classified as an nbfc-mfi. the transaction is subject to obtaining all necessary regulatory approvals.",kotak mahindra bank set to acquire bss microfin
0,"Sep 29, 2016, 05:06 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/eros-international-drops-over-2-after-deal-with-uae-based-phars-films/articleshow/54578520.cms,eros international media said the partnership would entail the two companies jointly co-producing malayalam films along with exploration of theatrical rights between the two entities.,eros international drops over 2% after deal with uae-based phars films
0,"Sep 29, 2016, 04:35 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-dives-465-points-on-loc-turmoil-nifty-below-8650/articleshow/54584190.cms,the plunge came at a time when many analysts on dalal street were raising eyebrows over the premium that many of the stocks were quoting at following the recent market rally.,"sensex dives 465 points on loc turmoil; nifty below 8,650"
0,"Sep 29, 2016, 02:52 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/as-tension-on-pakistan-border-sends-market-crashing-veterans-say-go-buy-stocks/articleshow/54582426.cms,"nilesh shah, md of kotak mf, said the market crash was not going to impact long-term investors. instead, investors should use the dips to enter the market.","as tension on pakistan border sends market crashing, veterans say go buy stocks "
0,"Sep 29, 2016, 01:55 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/jaiprakash-associates-shares-gain-over-5/articleshow/54581413.cms,"shareholders of jal yesterday approved the ""option to convert loans, debentures or other borrowings/debt of the company into equity shares/securities of the company,"" it said.",jaiprakash associates shares gain over 5%
0,"Sep 29, 2016, 01:48 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/pakistan-stock-markets-too-take-a-hard-knock-kse100-index-tanks-500-points/articleshow/54581257.cms,"the kse100 index was ruling higher 1 per cent at its days high of rs 40,861.27, before the index took a dive and fell 532 points to days low of 40,328.93 level.","pakistan stock market too takes a hard knock, kse100 index tanks 700 points"
0,"Sep 30, 2016, 05:03 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty50-forms-spinning-top-on-charts-some-hope-for-bulls/articleshow/54605657.cms,"nifty opened at 8,581 and closed at 8,611. it rose to an intraday high of 8,637, thus forming a long upper shadow before slipping to an intraday low of 8,555.",tech view: nifty50 forms spinning top on charts; some hope for bulls 
0,"Sep 30, 2016, 04:22 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-ends-flat-after-200-points-swing-nifty-tops-8600/articleshow/54604931.cms,"on thursday, the bse sensex had crashed over 450 points after the indian army claimed to have carried out some surgical strikes across the loc to neutralise terrorists.","sensex ends flat after 200 points swing; nifty tops 8,600"
0,"Sep 30, 2016, 03:15 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/nikkei-tumbles-on-deutsche-fears-financials-down/articleshow/54603727.cms,"the broader topix finished 1.5 per cent lower at 1,322.78, down 2 per cent for the week and 0.5 for september, though up 6.2 for the quarter.","nikkei tumbles on deutsche fears, financials down"
0,"Oct 3, 2016, 01:54 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/why-are-it-stocks-down-on-a-day-when-sensex-is-up-350-points/articleshow/54654076.cms,experts said shares of these companies came under selling pressure on concerns over weak dollar revenue growth in the second quarter.,why are it stocks down on a day when sensex is up 350 points
0,"Oct 3, 2016, 01:29 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/surpassing-most-em-peers-heres-how-indian-economic-growth-can-survive-pakistan-friction/articleshow/54653704.cms,china and the u.s. have considerable business interests in south asia and any escalation could hurt the economies of both india and pakistan.,"surpassing most em peers, here's how indian economic growth can survive pakistan friction"
0,"Oct 3, 2016, 11:55 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/top-ten-intraday-trading-ideas-for-afternoon-trade-for-monday-3-october-2016/articleshow/54651976.cms,etmarkets.com collated list of trading ideas from various experts and here's what they had recommended.,"top ten intraday trading ideas for afternoon trade for monday, 3 october 2016"
0,"Oct 3, 2016, 11:09 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/5-cues-from-fo-mart-fresh-put-writing-at-8200-8500-to-lend-support-to-nifty50/articleshow/54651389.cms,"put writing was seen at strike prices 8,000 (2.4 lakh contracts added), 8,200 (6.5 lakh contracts added), 8,400 (5.3 lakh contracts added) and 8,500.","5 cues from f&o mart: fresh put writing at 8,200-8,500 to lend support to nifty50"
0,"Oct 4, 2016, 11:34 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/banking-auto-and-realty-stocks-tread-cautiously-ahead-of-rbi-meet/articleshow/54671011.cms,"while some experts believe a rate cut was unlikely, others expect at least 25 basis points rate cut in the first exercise of monetary policy committee (mpc).","banking, auto and realty stocks tread cautiously ahead of rbi meet"
0,"Oct 4, 2016, 11:34 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/banking-auto-and-realty-stocks-tread-cautiously-ahead-of-rbi-meet/articleshow/54671011.cms,"while some experts believe a rate cut was unlikely, others expect at least 25 basis points rate cut in the first exercise of monetary policy committee (mpc).","banking, auto and realty stocks tread cautiously ahead of rbi meet"
0,"Oct 4, 2016, 04:33 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/mapping-the-market-rate-sensitive-stocks-get-big-lift-from-rate-cut-hpl-electric-falters/articleshow/54676634.cms,"stocks gained, albeit modestly, after all six members of monetary policy committee (mpc) took a unanimous decision on tuesday to cut short-term lending rate.",mapping the market: rate-sensitive stocks get big lift from rate cut; hpl electric falters
0,"Oct 4, 2016, 04:27 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/hpl-electric-makes-poor-debut-lists-at-5-9-discount-over-issue-price/articleshow/54669242.cms,the ipo was sold between sept 22 and sept 26 and 1.44 crore share issue was subscribed 8.06 times. the price band was fixed at rs 175-202 apiece.,"hpl electric makes poor debut, lists at 5.9% discount over issue price"
0,"Oct 4, 2016, 04:00 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-ends-91-points-higher-on-rbi-rate-cut-sbi-surges-2/articleshow/54676043.cms,"in the broader market, s&p bse500 closed 0.50 per cent higher at 11,975 with swan energy (up 19.95%) being the top gainer and ccl products (india) (down 5.28%) being the worst performer.","sensex ends 91 points higher on rbi rate cut, sbi surges 2%"
0,"Oct 4, 2016, 04:00 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-ends-91-points-higher-on-rbi-rate-cut-sbi-surges-2/articleshow/54676043.cms,"in the broader market, s&p bse500 closed 0.50 per cent higher at 11,975 with swan energy (up 19.95%) being the top gainer and ccl products (india) (down 5.28%) being the worst performer.","sensex ends 91 points higher on rbi rate cut, sbi surges 2%"
0,"Oct 4, 2016, 04:00 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-ends-91-points-higher-on-rbi-rate-cut-sbi-surges-2/articleshow/54676043.cms,"in the broader market, s&p bse500 closed 0.50 per cent higher at 11,975 with swan energy (up 19.95%) being the top gainer and ccl products (india) (down 5.28%) being the worst performer.","sensex ends 91 points higher on rbi rate cut, sbi surges 2%"
0,"Oct 4, 2016, 03:43 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/top-10-rate-sensitive-stocks-to-buy-post-rbi-monetary-policy-review/articleshow/54674560.cms,"based on various brokerage recommendations, here is a list of rate-sensitive stocks investors can bet on with an investment horizon of up to 12 months.",top 10 rate-sensitive stocks to buy post rbi monetary policy review
0,"Oct 4, 2016, 03:05 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/rbi-slashes-repo-rate-by-25-bps-top-six-takeaways-from-monetary-policy/articleshow/54674956.cms,the reverse repo rate under the laf stands adjusted to 5.75% and the marginal standing facility (msf) rate and the bank rate comes down to 6.75 per cent.,rbi slashes repo rate by 25 bps: top six takeaways from monetary policy
0,"Sep 29, 2016, 09:23 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-rallies-over-150-points-nifty50-reclaims-8800-mcx-surges-11/articleshow/54575451.cms,"domestic indices are likely to track global cues today, as crude oil prices rallied in overnight trade after opec members agreed to cut output by 70,000 bpd.","sensex rallies over 150 points; nifty50 reclaims 8,800; mcx surges 11%"
0,"Oct 5, 2016, 04:37 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty50-forms-bearish-belt-hold-a-break-below-8730-could-trigger-carnage/articleshow/54696843.cms,"nifty50 slipped over 75 points to touch its intraday low of 8,731, thus forming a short lower shadow. the index finally closed 25 points lower at 8,743.","tech view: nifty50 forms bearish belt hold; a break below 8,730 could trigger correction"
0,"Oct 5, 2016, 04:08 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/market-ends-lower-on-global-cues-ongc-axis-bank-top-losers/articleshow/54696302.cms,"hindustan unilever (hul) emerged the top gainer in the 30-pack index with a gain of 1.38 per cent at rs 871 while ongc shed the most, with a 2.63 per cent cut.","market ends lower on global cues; ongc, axis bank top losers"
0,"Oct 5, 2016, 04:08 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/market-ends-lower-on-global-cues-ongc-axis-bank-top-losers/articleshow/54696302.cms,"hindustan unilever (hul) emerged the top gainer in the 30-pack index with a gain of 1.38 per cent at rs 871 while ongc shed the most, with a 2.63 per cent cut.","market ends lower on global cues; ongc, axis bank top losers"
0,"Oct 5, 2016, 03:14 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/rbi-rate-cut-a-leg-up-to-discretionary-play-fmcg-still-in-dismay/articleshow/54695385.cms,"any significant improvement in demand for the fmcg sector is unlikely and the stocks may continue to see time correction going ahead, say d-street experts.","rbi rate cut a leg up to discretionary play, fmcg still in dismay"
0,"Oct 5, 2016, 02:09 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/over-1000-fresh-fpis-register-in-april-july-2016-17/articleshow/54694171.cms,"fpi investors consider india as a preferred and stable market, given its macro-economic stability, long-term growth prospects and ongoing economic and social reforms, market experts said.","over 1,000 fresh fpis register in april-july 2016-17"
0,"Oct 5, 2016, 02:09 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/over-1000-fresh-fpis-register-in-april-july-2016-17/articleshow/54694171.cms,"fpi investors consider india as a preferred and stable market, given its macro-economic stability, long-term growth prospects and ongoing economic and social reforms, market experts said.","over 1,000 fresh fpis register in april-july 2016-17"
0,"Oct 5, 2016, 01:48 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/jpmorgan-sees-nifty50-at-mt-10k-by-2017-says-good-time-to-buy-on-dips/articleshow/54693881.cms,"events calendar over the near term suggests positive news could thin out over this period. consequently, it said it does not rule out a phase of consolidation.","jpmorgan sees nifty50 at mt 10k by 2017, says good time to buy on dips"
0,"Oct 5, 2016, 08:04 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/mpc-discussions-were-frank-often-intense-but-always-friendly-patel/articleshow/54688191.cms,the government has set up a committee -three nominated members and three rbi nominees -to bring value and transparency to the rate setting process.,"mpc discussions were frank, often intense, but always friendly: patel"
0,"Oct 5, 2016, 07:59 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/rbi-may-go-for-fewer-open-market-operations/articleshow/54688130.cms,"the rbi may reduce the frequency of omos if overseas investment rises, two people with direct knowledge of the matter told et.",rbi may go for fewer open market operations
0,"Oct 5, 2016, 07:52 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/living-on-interest-income-look-at-government-savings-bonds/articleshow/54688036.cms,"for investors living on interest income from deposits, advisors say the government savings bonds, with a tenure of six years for small investors, make sense.",living on interest income? look at government savings bonds
0,"Oct 5, 2016, 07:52 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/living-on-interest-income-look-at-government-savings-bonds/articleshow/54688036.cms,"for investors living on interest income from deposits, advisors say the government savings bonds, with a tenure of six years for small investors, make sense.",living on interest income? look at government savings bonds
0,"Oct 6, 2016, 05:00 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty50-forms-a-bearish-candle-all-is-not-well-with-the-bulls/articleshow/54717428.cms,"it was a tough day for the bulls on d-st as the index reversed gains after rallying over 100 points in morning trade. technically, the outlook remains bearish.",tech view: nifty50 forms a bearish candle; all is not well with the bulls
0,"Oct 6, 2016, 04:53 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/mapping-the-market-ioc-ruchi-soya-soar-while-yes-bank-axis-bank-saw-most-action/articleshow/54717314.cms,"at close, the nifty50 was at 8,709, down 34.40 points, or 0.39 per cent. the sensex ended the day at 28,106, down 114 points or 0.41 per cent.","mapping the market: ioc, ruchi soya soar; while yes bank, axis bank saw most action"
0,"Oct 6, 2016, 04:53 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/mapping-the-market-ioc-ruchi-soya-soar-while-yes-bank-axis-bank-saw-most-action/articleshow/54717314.cms,"at close, the nifty50 was at 8,709, down 34.40 points, or 0.39 per cent. the sensex ended the day at 28,106, down 114 points or 0.41 per cent.","mapping the market: ioc, ruchi soya soar; while yes bank, axis bank saw most action"
0,"Oct 6, 2016, 04:35 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/jspl-plunges-over-5-on-interest-payment-default/articleshow/54716954.cms,"in terms of volume, 21.72 lakh shares of the company traded on bse and over one crore shares changed hands at nse during the day.",jspl plunges over 5% on interest payment default
0,"Oct 6, 2016, 04:10 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-closes-115-pts-lower-after-300-point-swing/articleshow/54716431.cms,"the benchmark bse index ended 0.41 per cent lower at 28,106.21, while the broader nse index closed 0.39 per cent down at 8,709.55.",sensex closes 115 pts lower after 300-point swing
0,"Oct 6, 2016, 04:06 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/hdfc-plans-to-raise-rs-1500-crore-in-debt-to-augment-capital/articleshow/54716381.cms,proceeds from the issue will be used to augment the long-term resources of the company. the issue will open on october 13.,"hdfc plans to raise rs 1,500 crore in debt to augment capital"
0,"Oct 6, 2016, 03:42 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/adani-transmissions-acquisition-of-transmission-assets-from-rinfra-is-credit-negative-moodys/articleshow/54715821.cms,"moodys said that the acquisition is manageable within adani transmissions rating, and its baa3 rating is not affected by the transaction.",adani transmission's acquisition of transmission assets from rinfra is credit negative: moodys
0,"Oct 6, 2016, 02:42 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/top-ten-intraday-trading-ideas-for-afternoon-trade-for-thursday-6-october-2016/articleshow/54714691.cms,etmarkets.com collated list of trading ideas from various experts and here's what they had recommended.,"top ten intraday trading ideas for afternoon trade for thursday, 6 october 2016"
0,"Sep 29, 2016, 06:07 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty50-forms-large-bear-candle-breaks-below-50-ema-1st-time/articleshow/54585642.cms,d-st got spooked after indian army claimed that they conducted surgical strikes on the pakistani terror bases in an overnight operation on wednesday.,tech view: nifty50 forms large bear candle; breaks below 50-ema 1st time
0,"Sep 29, 2016, 01:43 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/sensex-crashes-over-300-points-as-indian-army-claims-strike-on-pakistan-base/articleshow/54580105.cms,the director general of military operation said the army conducted the anti-terror operations on september 28 night to prevent infiltration.,sensex crashes over 500 points as indian army claims strike on pakistan base
0,"Oct 3, 2016, 10:40 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/use-dips-in-market-to-buy-into-leaders-of-tomorrow-10-midcaps-to-buy-on-dips/articleshow/54650941.cms,"if nifty50 slips towards 8,000 level, it would be a good entry point to buy select midcap stocks, which could become leaders of tomorrow, say analysts.",use dips in market to buy into leaders of tomorrow; 10 midcaps to buy on dips
0,"Oct 3, 2016, 05:12 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty50-forms-long-white-day-on-charts-8800-level-a-big-hurdle/articleshow/54657574.cms,"the index came within kissing distance of the 8,750 mark, but managed to close above its 50-day ema placed at 8,653, which is a bullish sign.","tech view: nifty50 forms long white day on charts; 8,800 level a big hurdle"
0,"Oct 4, 2016, 11:01 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/rate-cut-decision-guide-learning-to-read-the-monetary-panel/articleshow/54670420.cms,"heres what to look for in the policy statement, which is scheduled for release at 2:30 p.m. in mumbai and will be followed by a press conference 15 minutes later.",rate cut decision guide: here's how to read into the monetary panel decision
0,"Oct 4, 2016, 10:57 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/new-panel-is-looking-at-rbi-rate-right-now-how-will-it-impact-emis-market/articleshow/54670347.cms,"the mpc of the reserve bank of india (rbi) will announce the money policy at 2:30 pm, just an hour before the equity market closes for the day.","new panel is looking at rbi rate right now; how it will impact emis, market"
0,"Oct 4, 2016, 10:23 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/5-cues-from-fo-mart-nifty50-base-shifting-higher-to-strike-price-8600/articleshow/54669816.cms,"put writing was seen at strike prices 8,500 (3.09 lakh contracts added), 8,600 (10.2 lakh contracts added), 8,700 (7.07 lakh contracts added), and 8,800 (2.1 lakh contracts added). put unwinding was seen at strike prices 8,400 (4.8 lakh contract shed).","5 cues from f&o mart: nifty50 base shifting higher to strike price 8,600"
0,"Oct 5, 2016, 01:08 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/markets-absorb-rate-cuts-better-than-banks-rbi-report/articleshow/54693203.cms,liquidity or cash available in the banking system is seen as a key catalyst for passing on the central banks rate cut benefits that help borrowers obtain cheaper money.,markets absorb rate cuts better than banks: rbi report
0,"Oct 5, 2016, 10:59 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/5-cues-from-fo-mart-fresh-put-writing-at-8700-8800-levels-to-support-nifty50/articleshow/54690722.cms,"on the options front, maximum put oi was seen at strike price 8,600 followed by 8,500 while maximum call oi was placed at strike price 9,000 followed by 8,800.","5 cues from f&o mart: fresh put writing at 8,700, 8,800 levels to support nifty50"
0,"Oct 5, 2016, 10:33 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/rbi-has-delivered-on-rate-cut-how-can-you-make-money-in-stocks-now/articleshow/54690363.cms,the important takeaway from the governors speech is his dovish stance on future rate cuts as he expects inflation to fall and come below rbis comfort level.,rbi has delivered on rate cut: how you can make money in stocks now
0,"Oct 5, 2016, 10:01 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/what-has-changed-in-rbis-policy-making/articleshow/54689857.cms,"the mpc brainstormed for two days, similar to the process adopted by the us federal open market committee.",what has changed in rbis policy making
0,"Oct 5, 2016, 09:27 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/market-cues-buzzing-at-breakfast-tables-this-morning/articleshow/54688026.cms,"the nifty50 reclaimed its crucial level of 8,800 supported by gains in realty, power, metal, consumer durable, capital goods, auto, and banking stocks.","sensex turns rangebound; nifty tests 8,800; sbi gains 2%"
0,"Oct 5, 2016, 09:27 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/market-cues-buzzing-at-breakfast-tables-this-morning/articleshow/54688026.cms,"the nifty50 reclaimed its crucial level of 8,800 supported by gains in realty, power, metal, consumer durable, capital goods, auto, and banking stocks.","sensex turns rangebound; nifty tests 8,800; sbi gains 2%"
0,"Oct 5, 2016, 09:08 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/at-4-5-rbi-predicts-inflation-higher-than-fy18-target/articleshow/54689176.cms,"economists' forecast is closer to rbi's inflation targets. they expect inflation to ease to 4.7% by q4 of 2016-17, and to 4.4 % by q2 of 2017-18, both matching with rbi's target band.","at 4.5%, rbi predicts inflation higher than fy18 target"
0,"Oct 5, 2016, 09:08 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/at-4-5-rbi-predicts-inflation-higher-than-fy18-target/articleshow/54689176.cms,"economists' forecast is closer to rbi's inflation targets. they expect inflation to ease to 4.7% by q4 of 2016-17, and to 4.4 % by q2 of 2017-18, both matching with rbi's target band.","at 4.5%, rbi predicts inflation higher than fy18 target"
0,"Oct 6, 2016, 10:10 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/5-cues-from-fo-mart-fresh-call-writing-at-8800-9000-to-cap-nifty/articleshow/54709774.cms,"on the options front, maximum put oi was seen at strike price 8,600, followed by 8,500 while maximum call oi was seen at strike price 9,000 followed by 8,800.","5 cues from f&o mart: fresh call writing at 8,800, 9,000 to cap nifty"
0,"Oct 6, 2016, 08:17 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/rate-cut-by-rbi-has-no-economic-justification-says-nomura-heres-why/articleshow/54708070.cms,"in a report titled new rbi dilutes the old rbi framework,"" nomura said an interest rate reduction from dr urjit patel made no economic justification.","rate cut by rbi has no economic justification, says nomura; here's why"
0,"Oct 7, 2016, 08:20 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/aviation-stocks-nosedive-despite-growth-in-passenger-numbers/articleshow/54728056.cms,"according to an analyst from icici securities, crude prices below $60 per barrel could bring back investor interest in aviation stocks over the next few quarters.",aviation stocks nosedive despite growth in passenger numbers
0,"Oct 7, 2016, 08:20 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/aviation-stocks-nosedive-despite-growth-in-passenger-numbers/articleshow/54728056.cms,"according to an analyst from icici securities, crude prices below $60 per barrel could bring back investor interest in aviation stocks over the next few quarters.",aviation stocks nosedive despite growth in passenger numbers
0,"Oct 7, 2016, 08:07 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/fifteen-stocks-in-focus-on-friday-7-october-2016/articleshow/54727852.cms,the indian market is expected to open flat. here is a list of top fifteen stocks that are likely to be in focus today.,"fifteen stocks in focus on friday, 7 october 2016"
0,"Oct 7, 2016, 07:59 AM IST",http://economictimes.indiatimes.comhttp://economictimes.indiatimes.com/track-sensex-nifty-live-look-who-is-moving-my-market-today/liveblog/54727730.cms,stay with us as we capture each moment of the market and every sign of a change in trend in this live blog right from dalal street.,"track sensex, nifty live: look who is moving my market today"
0,"Oct 7, 2016, 01:28 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/mainland-european-shares-slip-while-weak-sterling-lifts-uks-ftse/articleshow/54733122.cms,"the ftse 100 managed to outperform by rising 0.4 per cent, with the slump in sterling seen as helping the ftse 100's international companies",mainland european shares slip while weak sterling lifts uk's ftse
0,"Oct 7, 2016, 12:50 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/top-ten-intraday-trading-ideas-for-afternoon-trade-for-friday-07-october-2016/articleshow/54732359.cms,etmarkets.com collated list of trading ideas from various experts and here's what they had recommended.,"top ten intraday trading ideas for afternoon trade for friday, 07 october 2016"
0,"Oct 7, 2016, 12:46 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/four-global-challenges-for-indian-market-as-listed-by-finance-minister-arun-jaitley/articleshow/54732272.cms,"""any adverse impact from these developments on the domestic economy will always have a ruboff on the markets,"" the finance minister said.",four global challenges for indian market as listed by finance minister arun jaitley
0,"Oct 7, 2016, 12:46 PM IST",http://economictimes.indiatimes.com/markets/stocks/news/four-global-challenges-for-indian-market-as-listed-by-finance-minister-arun-jaitley/articleshow/54732272.cms,"""any adverse impact from these developments on the domestic economy will always have a ruboff on the markets,"" the finance minister said.",four global challenges for indian market as listed by finance minister arun jaitley
0,"Oct 10, 2016, 10:07 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/whats-buzzing-on-breakfast-tables-before-opening-bell/articleshow/54773303.cms,"tata steel (up 2.3 per cent), asian paints (up 1.2 per cent), cipla (up 1.1 per cent), itc (up 0.7 per cent), and maruti suzuki (up 0.7 per cent) were the major sensex gainers.","sensex pares gains after 100-point rally; nifty50 holds 8,700 level"
0,"Oct 5, 2016, 09:04 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/governor-patel-hints-rbi-may-say-yes-to-a-bad-bank/articleshow/54689113.cms,new governor urjit patel's unexplained new approach to the lingering issue may include a proposal to have a bad bank which rajan resisted saying it may well be just optics.,governor patel hints rbi may say yes to a bad bank
0,"Oct 5, 2016, 09:04 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/governor-patel-hints-rbi-may-say-yes-to-a-bad-bank/articleshow/54689113.cms,new governor urjit patel's unexplained new approach to the lingering issue may include a proposal to have a bad bank which rajan resisted saying it may well be just optics.,governor patel hints rbi may say yes to a bad bank
0,"Oct 5, 2016, 09:01 AM IST",http://economictimes.indiatimes.com/markets/stocks/news/new-rbi-guidelines-on-stressed-assets-give-banks-a-breather/articleshow/54689063.cms,"total stressed assets in indian banks was 11.5% of rs 75 lakh crore outstanding loans at end-march 2016, with the public sector banks leading the strain at 14.5%.",new rbi guidelines on stressed assets give banks a breather
